"t","x","p","s","c","i","z"
"2021-03-17T18:04:58.743413Z","K",91.44,100,"["" ""]",52983525687162,"B"
"2021-03-17T18:04:58.743431806Z","T",91.45,100,"["" "",""F""]",62879770227308,"B"
"2021-03-17T18:04:58.743546456Z","T",91.44,10,"["" "",""F"",""I""]",62879770227309,"B"
"2021-03-17T18:04:58.743549Z","K",91.45,90,"["" "",""F"",""I""]",52983525687345,"B"
"2021-03-17T18:04:58.743549Z","K",91.44,10,"["" "",""F"",""I""]",52983525687344,"B"
"2021-03-17T18:04:58.743599Z","J",91.44,5,"["" "",""F"",""I""]",52983525164593,"B"
"2021-03-17T18:04:58.743608Z","Y",91.44,6,"["" "",""F"",""I""]",52983525173609,"B"
"2021-03-17T18:04:58.743616Z","Z",91.44,10,"["" "",""F"",""I""]",52983525565255,"B"
"2021-03-17T18:04:58.743634Z","K",91.45,10,"["" "",""F"",""I""]",52983525687347,"B"
"2021-03-17T18:04:58.743634Z","K",91.44,100,"["" "",""F""]",52983525687346,"B"
"2021-03-17T18:04:58.743683Z","Z",91.44,10,"["" "",""F"",""I""]",52983525565256,"B"
"2021-03-17T18:04:58.743713Z","Z",91.44,10,"["" "",""I""]",52983525565257,"B"
"2021-03-17T18:04:58.743718Z","K",91.45,100,"["" "",""F""]",52983525687348,"B"
"2021-03-17T18:04:58.743731Z","Z",91.44,80,"["" "",""F"",""I""]",52983525565258,"B"
"2021-03-17T18:04:58.743741Z","K",91.45,100,"["" "",""F""]",52983525687349,"B"
"2021-03-17T18:04:58.74381Z","Z",91.43,10,"["" "",""F"",""I""]",52983525565259,"B"
"2021-03-17T18:04:58.743902Z","K",91.45,100,"["" "",""F""]",52983525687350,"B"
"2021-03-17T18:04:58.743963Z","K",91.42,10,"["" "",""F"",""I""]",52983525687351,"B"
"2021-03-17T18:04:58.743976Z","K",91.42,5,"["" "",""F"",""I""]",52983525687353,"B"
"2021-03-17T18:04:58.743976Z","K",91.42,5,"["" "",""F"",""I""]",52983525687352,"B"
"2021-03-17T18:04:58.743999Z","K",91.45,100,"["" "",""F""]",52983525687354,"B"
"2021-03-17T18:04:58.744026Z","K",91.42,5,"["" "",""F"",""I""]",52983525687355,"B"
"2021-03-17T18:04:58.744048Z","K",91.42,5,"["" "",""F"",""I""]",52983525687356,"B"
"2021-03-17T18:04:58.744063Z","K",91.42,1,"["" "",""F"",""I""]",52983525687357,"B"
"2021-03-17T18:04:58.744063Z","K",91.42,9,"["" "",""F"",""I""]",52983525687358,"B"
"2021-03-17T18:04:58.744077Z","K",91.42,9,"["" "",""F"",""I""]",52983525687360,"B"
"2021-03-17T18:04:58.744077Z","K",91.42,1,"["" "",""F"",""I""]",52983525687359,"B"
"2021-03-17T18:04:58.744101Z","K",91.42,1,"["" "",""F"",""I""]",52983525687361,"B"
"2021-03-17T18:05:02.592Z","D",91.44,100,"["" ""]",71688445121336,"B"
"2021-03-17T18:05:02.69Z","D",91.44,1,"["" "",""I""]",71688445122616,"B"
"2021-03-17T18:05:07.819Z","D",91.356,2,"["" "",""I""]",79372359971895,"B"
"2021-03-17T18:05:09.033581056Z","P",91.55,100,"["" "",""F""]",52983541872726,"B"
"2021-03-17T18:05:12.805Z","D",91.6999,4,"["" "",""I""]",79372359976535,"B"
"2021-03-17T18:05:13.32Z","D",91.515,2,"["" "",""I""]",71688445383480,"B"
"2021-03-17T18:05:13.711Z","D",91.6999,125,"["" ""]",71688445384534,"B"
"2021-03-17T18:05:19.001Z","D",91.575,10,"["" "",""I""]",71688445514566,"B"
"2021-03-17T18:05:19.483Z","D",91.3501,100,"["" ""]",71688445516369,"B"
"2021-03-17T18:05:30.01Z","D",91.86,2,"["" "",""I""]",79372360043568,"B"
"2021-03-17T18:05:37.831Z","D",91.7987,2,"["" "",""I""]",79372360102486,"B"
"2021-03-17T18:05:49.769Z","D",91.85,100,"["" ""]",71688460195380,"B"
"2021-03-17T18:05:51.785Z","D",91.9499,4,"["" "",""I""]",71688460258134,"B"
"2021-03-17T18:05:55.957Z","D",91.8253,90,"["" "",""I""]",79372360172122,"B"
"2021-03-17T18:05:56.23Z","D",91.36,100,"["" ""]",71688460387889,"B"
"2021-03-17T18:05:57.376Z","D",91.6597,67,"["" "",""I""]",71688460390966,"B"
"2021-03-17T18:05:57.445Z","D",91.36,4,"["" "",""I""]",79372360173121,"B"
"2021-03-17T18:05:59.997Z","D",91.72,1,"["" "",""I""]",79372360174640,"B"
"2021-03-17T18:06:20.054Z","D",91.9099,5,"["" "",""I""]",71688461365335,"B"
"2021-03-17T18:06:20.17Z","D",91.685,4,"["" "",""I""]",71688461365590,"B"
"2021-03-17T18:06:20.222Z","D",91.46,1,"["" "",""I""]",71688461370446,"B"
"2021-03-17T18:06:20.362Z","D",91.5044,1,"["" "",""I""]",71688461366327,"B"
"2021-03-17T18:06:20.623Z","D",91.49,1,"["" "",""I""]",71688461367119,"B"
"2021-03-17T18:06:25.575Z","D",91.7767,3,"["" "",""I""]",79372360299592,"B"
"2021-03-17T18:06:31.208316416Z","P",91.72,2,"["" "",""F"",""I""]",52983541876551,"B"
"2021-03-17T18:06:35.145Z","D",91.98,10,"["" "",""I""]",79372360306261,"B"
"2021-03-17T18:06:40.718Z","D",91.5928,7,"["" "",""I""]",71688461702963,"B"
"2021-03-17T18:06:41.213Z","D",91.765,1,"["" "",""I""]",71688461758520,"B"
"2021-03-17T18:06:47.58Z","D",91.77,1,"["" "",""I""]",71688461832009,"B"
"2021-03-17T18:06:47.673Z","D",91.935,2,"["" "",""I""]",79372360369992,"B"
"2021-03-17T18:06:51.154Z","D",91.775,100,"["" ""]",71688461897292,"B"
"2021-03-17T18:06:52.255Z","D",91.9799,5,"["" "",""I""]",79372360372537,"B"
"2021-03-17T18:06:52.262Z","D",91.98,5,"["" "",""I""]",71688461955139,"B"
"2021-03-17T18:06:58.956Z","D",91.8897,50,"["" "",""I""]",79372360430917,"B"
"2021-03-17T18:07:01.867Z","D",91.89,1,"["" "",""I""]",71688462151990,"B"
"2021-03-17T18:07:03.425Z","D",91.93,5,"["" "",""I""]",79372360435272,"B"
"2021-03-17T18:07:04.562Z","D",91.765,11,"["" "",""I""]",71688462160695,"B"
"2021-03-17T18:07:04.594Z","D",91.765,2,"["" "",""I""]",71688462160944,"B"
"2021-03-17T18:07:04.598Z","D",91.9757,1,"["" "",""I""]",79372360436042,"B"
"2021-03-17T18:07:06.357Z","D",91.89,10,"["" "",""I""]",71688462221652,"B"
"2021-03-17T18:07:08.035846144Z","P",91.9,10,"["" "",""I""]",52983541877299,"B"
"2021-03-17T18:07:08.545442Z","K",91.89,3,"["" "",""I""]",52983525689426,"B"
"2021-03-17T18:07:10.514Z","D",91.9799,5,"["" "",""I""]",79372360439377,"B"
"2021-03-17T18:07:10.525Z","D",91.98,5,"["" "",""I""]",71688462289486,"B"
"2021-03-17T18:07:10.526Z","D",91.98,1,"["" "",""I""]",71688462289489,"B"
"2021-03-17T18:07:10.527Z","D",91.98,38,"["" "",""I""]",71688462289491,"B"
"2021-03-17T18:07:10.527Z","D",91.98,1,"["" "",""I""]",71688462289490,"B"
"2021-03-17T18:07:11.974Z","D",91.98,5,"["" "",""I""]",71688462293073,"B"
"2021-03-17T18:07:12.264Z","D",91.77,1,"["" "",""I""]",71688462348369,"B"
"2021-03-17T18:07:13.672Z","D",91.8252,4,"["" "",""I""]",71688462353742,"B"
"2021-03-17T18:07:16.669Z","D",91.98,3,"["" "",""I""]",71688462416209,"B"
"2021-03-17T18:07:17.646Z","D",91.9372,5,"["" "",""I""]",71688462420819,"B"
"2021-03-17T18:07:19.927Z","D",91.765,100,"["" ""]",71688462483790,"B"
"2021-03-17T18:07:19.927Z","D",91.765,100,"["" ""]",71688462483791,"B"
"2021-03-17T18:07:19.927086336Z","P",91.92,20,"["" "",""F"",""I""]",52983541877320,"B"
"2021-03-17T18:07:19.927145472Z","P",91.92,30,"["" "",""F"",""I""]",52983541877321,"B"
"2021-03-17T18:07:19.927145472Z","P",91.91,6,"["" "",""F"",""I""]",52983541877322,"B"
"2021-03-17T18:07:19.927149568Z","P",91.91,36,"["" "",""F"",""I""]",52983541877323,"B"
"2021-03-17T18:07:19.927214336Z","P",91.9,28,"["" "",""F"",""I""]",52983541877325,"B"
"2021-03-17T18:07:19.927214336Z","P",91.91,8,"["" "",""F"",""I""]",52983541877324,"B"
"2021-03-17T18:07:19.92722176Z","P",91.9,22,"["" "",""F"",""I""]",52983541877326,"B"
"2021-03-17T18:07:19.927222016Z","N",91.9,25,"["" "",""F"",""I""]",52983525552441,"B"
"2021-03-17T18:07:19.927276288Z","P",91.89,36,"["" "",""F"",""I""]",52983541877327,"B"
"2021-03-17T18:07:19.927325184Z","P",91.89,14,"["" "",""F"",""I""]",52983541877328,"B"
"2021-03-17T18:07:19.92736Z","Z",91.92,25,"["" "",""F"",""I""]",52983525567032,"B"
"2021-03-17T18:07:19.92736Z","Z",91.91,11,"["" "",""F"",""I""]",52983525567033,"B"
"2021-03-17T18:07:19.927393287Z","T",91.92,36,"["" "",""F"",""I""]",62879784778071,"B"
"2021-03-17T18:07:19.927453414Z","X",91.93,25,"["" "",""F"",""I""]",62879149341253,"B"
"2021-03-17T18:07:19.927453414Z","X",91.92,11,"["" "",""F"",""I""]",62879149341254,"B"
"2021-03-17T18:07:19.9274535Z","T",91.91,22,"["" "",""F"",""I""]",62879784778073,"B"
"2021-03-17T18:07:19.9274535Z","T",91.92,14,"["" "",""F"",""I""]",62879784778072,"B"
"2021-03-17T18:07:19.927503342Z","T",91.9,8,"["" "",""F"",""I""]",62879784778075,"B"
"2021-03-17T18:07:19.927503342Z","T",91.91,28,"["" "",""F"",""I""]",62879784778074,"B"
"2021-03-17T18:07:19.927509034Z","X",91.92,14,"["" "",""F"",""I""]",62879149341255,"B"
"2021-03-17T18:07:19.927509034Z","X",91.91,22,"["" "",""F"",""I""]",62879149341256,"B"
"2021-03-17T18:07:19.927547155Z","T",91.9,36,"["" "",""F"",""I""]",62879784778076,"B"
"2021-03-17T18:07:19.927554051Z","X",91.91,3,"["" "",""F"",""I""]",62879149341257,"B"
"2021-03-17T18:07:19.927554051Z","X",91.9,25,"["" "",""F"",""I""]",62879149341258,"B"
"2021-03-17T18:07:19.927554051Z","X",91.89,8,"["" "",""F"",""I""]",62879149341259,"B"
"2021-03-17T18:07:19.927587949Z","T",91.89,30,"["" "",""F"",""I""]",62879784778078,"B"
"2021-03-17T18:07:19.927587949Z","T",91.9,6,"["" "",""F"",""I""]",62879784778077,"B"
"2021-03-17T18:07:19.927597691Z","X",91.89,17,"["" "",""F"",""I""]",62879149341260,"B"
"2021-03-17T18:07:19.95864704Z","P",91.88,20,"["" "",""I""]",52983541877329,"B"
"2021-03-17T18:07:20.074Z","D",91.765,100,"["" ""]",71688462484305,"B"
"2021-03-17T18:07:20.327117312Z","P",91.88,20,"["" "",""I""]",52983541877330,"B"
"2021-03-17T18:07:24.855Z","D",91.9699,6,"["" "",""I""]",79372360503626,"B"
"2021-03-17T18:07:26.494Z","D",91.9612,50,"["" "",""I""]",71688462612019,"B"
"2021-03-17T18:07:27.057Z","D",91.97,25,"["" "",""I""]",71688462615105,"B"
"2021-03-17T18:07:27.763Z","D",91.98,10,"["" "",""I""]",71688462617944,"B"
"2021-03-17T18:07:29.254952192Z","N",91.98,100,"["" "",""F""]",52983525552458,"B"
"2021-03-17T18:07:29.926Z","D",91.98,3,"["" "",""I""]",71688462678106,"B"
"2021-03-17T18:07:36.73115547Z","T",91.875,100,"["" ""]",62879784920919,"B"
"2021-03-17T18:07:36.732632Z","Y",91.79,50,"["" "",""I""]",52983525174120,"B"
"2021-03-17T18:07:36.732632Z","Y",91.78,50,"["" "",""I""]",52983525174121,"B"
"2021-03-17T18:07:36.732635Z","J",91.78,100,"["" ""]",52983525164920,"B"
"2021-03-17T18:07:36.732818432Z","C",91.77,100,"["" ""]",52983527069003,"B"
"2021-03-17T18:07:36.738Z","D",91.77,1400,"["" ""]",71688476766256,"B"
"2021-03-17T18:07:40.183Z","D",91.979,1,"["" "",""I""]",79372374527312,"B"
"2021-03-17T18:07:40.255Z","D",91.979,2,"["" "",""I""]",79372374527317,"B"
"2021-03-17T18:07:40.343Z","D",91.9547,200,"["" ""]",71688476832306,"B"
"2021-03-17T18:07:45.161Z","D",91.875,1,"["" "",""I""]",71688476899660,"B"
"2021-03-17T18:07:48.456Z","D",91.9548,5,"["" "",""I""]",71688476964429,"B"
"2021-03-17T18:07:48.580569586Z","U",91.95,1,"["" "",""F"",""I""]",53112978298739,"B"
"2021-03-17T18:07:51.779Z","D",91.875,10,"["" "",""I""]",71688477030725,"B"
"2021-03-17T18:07:53.55Z","D",91.98,4,"["" "",""I""]",79372374590531,"B"
"2021-03-17T18:07:54.598Z","D",91.875,500,"["" ""]",71688477094721,"B"
"2021-03-17T18:07:54.837124352Z","P",91.95,20,"["" "",""F"",""I""]",52983541877834,"B"
"2021-03-17T18:07:55.218Z","D",91.98,1,"["" "",""I""]",71688477099095,"B"
"2021-03-17T18:07:56.55Z","D",91.98,237,"["" ""]",71688477101902,"B"
"2021-03-17T18:07:56.775Z","D",91.8716,300,"["" ""]",71688477102644,"B"
"2021-03-17T18:07:58.758Z","D",91.875,1,"["" "",""I""]",71688477164879,"B"
"2021-03-17T18:08:00.196Z","D",91.88,1,"["" "",""I""]",71688477168439,"B"
"2021-03-17T18:08:00.365Z","D",91.9799,5,"["" "",""I""]",79372374594131,"B"
"2021-03-17T18:08:01.469939Z","J",91.88,1,"["" "",""F"",""I""]",52983525165114,"B"
"2021-03-17T18:08:01.87Z","D",91.8452,8,"["" "",""I""]",71688477227096,"B"
"2021-03-17T18:08:03.911Z","D",91.88,12,"["" "",""I""]",79372374650934,"B"
"2021-03-17T18:08:08.235Z","D",91.9799,4,"["" "",""I""]",79372374655318,"B"
"2021-03-17T18:08:09.631318272Z","P",91.83,100,"["" ""]",52983541878090,"B"
"2021-03-17T18:08:09.631318272Z","P",91.78,200,"["" ""]",52983541878092,"B"
"2021-03-17T18:08:09.631318272Z","P",91.78,50,"["" "",""I""]",52983541878093,"B"
"2021-03-17T18:08:09.631318272Z","P",91.78,100,"["" ""]",52983541878091,"B"
"2021-03-17T18:08:09.63234Z","Z",91.83,57,"["" "",""I""]",52983525567547,"B"
"2021-03-17T18:08:09.864Z","D",91.875,1,"["" "",""I""]",71688477885007,"B"
"2021-03-17T18:08:12.68Z","D",91.875,1,"["" "",""I""]",71688477890896,"B"
"2021-03-17T18:08:19.531Z","D",91.9593,12,"["" "",""I""]",71688478021719,"B"
"2021-03-17T18:08:22.635Z","D",91.9799,20,"["" "",""I""]",79372374718006,"B"
"2021-03-17T18:08:24.68736256Z","P",91.94,10,"["" "",""I""]",52983541878342,"B"
"2021-03-17T18:08:25.778318083Z","V",91.96,100,"["" ""]",55346246546525,"B"
"2021-03-17T18:08:25.857869831Z","V",91.96,100,"["" ""]",55346246859607,"B"
"2021-03-17T18:08:26.014477824Z","P",91.98,100,"["" "",""F""]",52983541878343,"B"
"2021-03-17T18:08:26.019523584Z","P",91.98,1400,"["" ""]",52983541878344,"B"
"2021-03-17T18:08:26.019576064Z","P",91.98,813,"["" "",""F""]",52983541878345,"B"
"2021-03-17T18:08:26.019584256Z","P",91.98,33,"["" "",""F"",""I""]",52983541878346,"B"
"2021-03-17T18:08:26.019584768Z","P",91.98,75,"["" "",""F"",""I""]",52983541878347,"B"
"2021-03-17T18:08:26.019602688Z","P",91.98,300,"["" "",""F""]",52983541878348,"B"
"2021-03-17T18:08:26.019698688Z","P",91.98,100,"["" ""]",52983541878349,"B"
"2021-03-17T18:08:26.064414Z","K",92,88,"["" "",""I""]",52983525690428,"B"
"2021-03-17T18:08:26.0645184Z","P",92,15,"["" "",""I""]",52983541878356,"B"
"2021-03-17T18:08:26.0645184Z","P",92,3,"["" "",""I""]",52983541878354,"B"
"2021-03-17T18:08:26.0645184Z","P",92,4,"["" "",""I""]",52983541878355,"B"
"2021-03-17T18:08:26.0645184Z","P",92,1,"["" "",""I""]",52983541878351,"B"
"2021-03-17T18:08:26.0645184Z","P",92,4,"["" "",""I""]",52983541878352,"B"
"2021-03-17T18:08:26.0645184Z","P",92,10,"["" "",""I""]",52983541878353,"B"
"2021-03-17T18:08:26.0645184Z","P",92,4,"["" "",""I""]",52983541878350,"B"
"2021-03-17T18:08:26.070354976Z","V",92.05,2,"["" "",""I""]",55346247585129,"B"
"2021-03-17T18:08:26.095193737Z","V",91.99,100,"["" ""]",55346247661890,"B"
"2021-03-17T18:08:26.09550208Z","P",92,100,"["" "",""F""]",52983541878357,"B"
"2021-03-17T18:08:26.096685312Z","P",91.98,100,"["" ""]",52983541878358,"B"
"2021-03-17T18:08:26.104Z","D",92.08,25,"["" "",""I""]",71688478150965,"B"
"2021-03-17T18:08:26.111Z","D",92.0718,600,"["" ""]",71688478150969,"B"
"2021-03-17T18:08:26.12307456Z","P",91.98,100,"["" ""]",52983541878576,"B"
"2021-03-17T18:08:26.127393024Z","P",91.98,100,"["" ""]",52983541878577,"B"
"2021-03-17T18:08:26.129980672Z","P",91.98,100,"["" ""]",52983541878578,"B"
"2021-03-17T18:08:28.534934784Z","P",92.06,75,"["" "",""F"",""I""]",52983541878601,"B"
"2021-03-17T18:08:28.534988032Z","P",92.06,225,"["" "",""F""]",52983541878602,"B"
"2021-03-17T18:08:28.534992896Z","P",92.06,21,"["" "",""F"",""I""]",52983541878603,"B"
"2021-03-17T18:08:28.534999552Z","P",92.06,21,"["" "",""F"",""I""]",52983541878604,"B"
"2021-03-17T18:08:28.535000064Z","P",92.06,21,"["" "",""F"",""I""]",52983541878605,"B"
"2021-03-17T18:08:28.535013376Z","P",92.06,21,"["" "",""F"",""I""]",52983541878606,"B"
"2021-03-17T18:08:28.535014144Z","P",92.06,21,"["" "",""F"",""I""]",52983541878607,"B"
"2021-03-17T18:08:28.535015424Z","P",92.06,21,"["" "",""F"",""I""]",52983541878608,"B"
"2021-03-17T18:08:28.53503488Z","P",92.06,52,"["" "",""F"",""I""]",52983541878609,"B"
"2021-03-17T18:08:28.535062272Z","P",92.06,22,"["" "",""F"",""I""]",52983541878610,"B"
"2021-03-17T18:08:28.536029952Z","P",92.08,52,"["" "",""F"",""I""]",52983541878611,"B"
"2021-03-17T18:08:28.536077824Z","P",92.08,5,"["" "",""F"",""I""]",52983541878612,"B"
"2021-03-17T18:08:28.536121856Z","P",92.08,43,"["" "",""I""]",52983541878613,"B"
"2021-03-17T18:08:29.531Z","D",92.07,4,"["" "",""I""]",79372374723140,"B"
"2021-03-17T18:08:35.38799616Z","P",92.06,5,"["" "",""F"",""I""]",52983541878852,"B"
"2021-03-17T18:08:37.190388736Z","P",92.06,5,"["" "",""F"",""I""]",52983541878859,"B"
"2021-03-17T18:08:37.394Z","D",92.0699,2,"["" "",""I""]",79372374782263,"B"
"2021-03-17T18:08:40.937Z","D",92.025,200,"["" ""]",79372374784333,"B"
"2021-03-17T18:08:41.715221Z","K",92.08,100,"["" "",""F""]",52983525690727,"B"
"2021-03-17T18:08:41.715252Z","Z",92.07,100,"["" "",""F""]",52983525567825,"B"
"2021-03-17T18:08:41.715300608Z","P",92.08,355,"["" "",""F""]",52983541879089,"B"
"2021-03-17T18:08:41.715302912Z","P",92.08,145,"["" "",""F""]",52983541879090,"B"
"2021-03-17T18:08:41.715319552Z","P",92.11,142,"["" "",""F""]",52983541879091,"B"
"2021-03-17T18:08:41.715358Z","Z",92.08,100,"["" "",""F""]",52983525567826,"B"
"2021-03-17T18:08:46.411506432Z","P",92.15,34,"["" "",""I""]",52983541879096,"B"
"2021-03-17T18:08:47.763Z","D",92.18,2,"["" "",""I""]",71688478542935,"B"
"2021-03-17T18:08:51.61Z","D",92.1972,10,"["" "",""I""]",71688478607938,"B"
"2021-03-17T18:08:51.778Z","D",92.22,30,"["" "",""I""]",79372374791991,"B"
"2021-03-17T18:08:54.673Z","D",92.12,1,"["" "",""I""]",71688478672944,"B"
"2021-03-17T18:09:01.123539832Z","T",92.2,10,"["" "",""F"",""I""]",62879785965632,"B"
"2021-03-17T18:09:01.188Z","D",92.21,100,"["" ""]",71688478864688,"B"
"2021-03-17T18:09:01.196Z","D",92.23,1,"["" "",""I""]",71688478864692,"B"
"2021-03-17T18:09:01.267Z","D",92.135,1,"["" "",""I""]",71688478865486,"B"
"2021-03-17T18:09:01.849565Z","K",92.22,4,"["" "",""F"",""I""]",52983525691208,"B"
"2021-03-17T18:09:01.84965504Z","P",92.23,96,"["" "",""F"",""I""]",52983541879375,"B"
"2021-03-17T18:09:01.857Z","D",92.15,3700,"["" ""]",71688478868058,"B"
"2021-03-17T18:09:01.974Z","D",92.22,100,"["" ""]",71688478868535,"B"
"2021-03-17T18:09:01.981Z","D",92.15,73,"["" "",""I""]",71688478868537,"B"
"2021-03-17T18:09:03.419Z","D",92.2292,10,"["" "",""I""]",71688478872626,"B"
"2021-03-17T18:09:04.454Z","D",92.2,50,"["" "",""I""]",71688478929718,"B"
"2021-03-17T18:09:07.64Z","D",92.29,1,"["" "",""I""]",79372374858055,"B"
"2021-03-17T18:09:07.985289984Z","P",92.25,1,"["" "",""I""]",52983541879620,"B"
"2021-03-17T18:09:08.005Z","D",92.2899,5,"["" "",""I""]",79372374858297,"B"
"2021-03-17T18:09:08.775Z","D",92.26,1,"["" "",""I""]",71688479003186,"B"
"2021-03-17T18:09:10.037Z","D",92.2787,100,"["" ""]",71688479061590,"B"
"2021-03-17T18:09:10.106Z","D",92.28,2,"["" "",""I""]",71688479061845,"B"
"2021-03-17T18:09:13.613129Z","Z",92.16,50,"["" "",""I""]",52983525568103,"B"
"2021-03-17T18:09:13.613129Z","Z",92.16,100,"["" ""]",52983525568102,"B"
"2021-03-17T18:09:13.61355Z","Y",92.18,100,"["" ""]",52983525174390,"B"
"2021-03-17T18:09:13.614928069Z","V",92.16,100,"["" ""]",55350375249980,"B"
"2021-03-17T18:09:13.615411748Z","V",92.23,2,"["" "",""I""]",55350375250531,"B"
"2021-03-17T18:09:13.620396544Z","N",92.18,100,"["" ""]",52983525552966,"B"
"2021-03-17T18:09:13.623392919Z","V",92.16,100,"["" ""]",55350375305550,"B"
"2021-03-17T18:09:13.625187Z","J",92.15,100,"["" "",""F""]",52983525165366,"B"
"2021-03-17T18:09:13.625187Z","Z",92.15,100,"["" "",""F""]",52983525568104,"B"
"2021-03-17T18:09:13.625187Z","Z",92.1,100,"["" "",""F""]",52983525568105,"B"
"2021-03-17T18:09:13.625187Z","Z",92.09,100,"["" "",""F""]",52983525568106,"B"
"2021-03-17T18:09:13.625192Z","Y",92.17,100,"["" "",""F""]",52983525174391,"B"
"2021-03-17T18:09:13.625315147Z","X",92.15,100,"["" "",""F""]",62879149354063,"B"
"2021-03-17T18:09:13.625318593Z","B",92.15,100,"["" "",""F""]",62879163371356,"B"
"2021-03-17T18:09:13.625369344Z","N",92.15,100,"["" "",""F""]",52983525552967,"B"
"2021-03-17T18:09:13.625370112Z","P",92.1,50,"["" "",""F"",""I""]",52983541879857,"B"
"2021-03-17T18:09:13.625370112Z","P",92.1,500,"["" "",""F""]",52983541879856,"B"
"2021-03-17T18:09:13.625370112Z","P",92.1,100,"["" "",""F""]",52983541879638,"B"
"2021-03-17T18:09:13.627Z","D",92.2,75,"["" "",""I""]",71688479129907,"B"
"2021-03-17T18:09:13.627008Z","Z",92.2,300,"["" "",""F""]",52983525568107,"B"
"2021-03-17T18:09:13.627008Z","K",92.2,100,"["" "",""F""]",52983525691246,"B"
"2021-03-17T18:09:13.627031Z","Z",92.22,100,"["" "",""F""]",52983525568108,"B"
"2021-03-17T18:09:13.62707712Z","P",92.2,100,"["" "",""F""]",52983541879858,"B"
"2021-03-17T18:09:15.216Z","D",92.225,1,"["" "",""I""]",71688479134264,"B"
"2021-03-17T18:09:15.655Z","D",92.2999,2,"["" "",""I""]",79372374919489,"B"
"2021-03-17T18:09:20.194Z","D",92.1684,25,"["" "",""I""]",71688479258185,"B"
"2021-03-17T18:09:24.502Z","D",92.3049,30,"["" "",""I""]",71688479328330,"B"
"2021-03-17T18:09:25.977743616Z","P",92.33,300,"["" ""]",52983541879882,"B"
"2021-03-17T18:09:25.977743616Z","P",92.33,200,"["" ""]",52983541879883,"B"
"2021-03-17T18:09:25.977794304Z","P",92.33,300,"["" ""]",52983541879884,"B"
"2021-03-17T18:09:25.977942Z","J",92.33,100,"["" ""]",52983525165382,"B"
"2021-03-17T18:09:30.556Z","D",92.315,49,"["" "",""I""]",79372374984275,"B"
"2021-03-17T18:09:30.868Z","D",92.315,1,"["" "",""I""]",71688479459396,"B"
"2021-03-17T18:09:31.722Z","D",92.39,70,"["" "",""I""]",71688479461687,"B"
"2021-03-17T18:09:37.0512832Z","P",92.35,17,"["" "",""F"",""I""]",52983541880390,"B"
"2021-03-17T18:09:40.136Z","D",92.295,1,"["" "",""I""]",71688493613889,"B"
"2021-03-17T18:09:40.468Z","D",92.295,1,"["" "",""I""]",71688493615437,"B"
"2021-03-17T18:09:42.087Z","D",92.3699,6,"["" "",""I""]",71688493618761,"B"
"2021-03-17T18:09:42.485Z","D",92.25,1,"["" "",""I""]",71688493619778,"B"
"2021-03-17T18:09:43.557Z","D",92.3,1,"["" "",""I""]",71688493676849,"B"
"2021-03-17T18:09:43.661Z","D",92.2811,20,"["" "",""I""]",71688493676609,"B"
"2021-03-17T18:09:43.726Z","D",92.315,100,"["" ""]",71688493676631,"B"
"2021-03-17T18:09:44.476Z","D",92.3599,3,"["" "",""I""]",71688493679959,"B"
"2021-03-17T18:09:45.092Z","D",92.33,10,"["" "",""I""]",79372375049044,"B"
"2021-03-17T18:09:45.85Z","D",92.303,60,"["" "",""I""]",71688493683793,"B"
"2021-03-17T18:09:45.855Z","D",92.38,100,"["" ""]",71688493683801,"B"
"2021-03-17T18:09:48.067Z","D",92.3799,25,"["" "",""I""]",71688493745985,"B"
"2021-03-17T18:09:48.188Z","D",92.325,100,"["" ""]",71688493746248,"B"
"2021-03-17T18:09:49.891150848Z","P",92.39,1,"["" "",""F"",""I""]",52983541936453,"B"
"2021-03-17T18:09:53.023Z","D",92.41,100,"["" ""]",79372375053386,"B"
"2021-03-17T18:09:54.085Z","D",92.3822,300,"["" ""]",71688493873495,"B"
"2021-03-17T18:09:55.865455144Z","T",92.36,50,"["" "",""I""]",62879786621764,"B"
"2021-03-17T18:09:56.15262208Z","P",92.29,52,"["" "",""F"",""I""]",52983541936693,"B"
"2021-03-17T18:09:56.152667648Z","P",92.29,448,"["" "",""F""]",52983541936694,"B"
"2021-03-17T18:09:56.152729088Z","P",92.28,10,"["" "",""F"",""I""]",52983541936695,"B"
"2021-03-17T18:09:56.152741888Z","P",92.27,42,"["" "",""F"",""I""]",52983541936696,"B"
"2021-03-17T18:09:56.152790016Z","P",92.27,75,"["" "",""F"",""I""]",52983541936697,"B"
"2021-03-17T18:09:56.152976Z","K",92.27,75,"["" "",""F"",""I""]",52983525691966,"B"
"2021-03-17T18:09:56.153007Z","K",92.27,50,"["" "",""F"",""I""]",52983525691967,"B"
"2021-03-17T18:09:56.153023488Z","P",92.27,10,"["" "",""F"",""I""]",52983541936705,"B"
"2021-03-17T18:09:56.153039616Z","P",92.27,75,"["" "",""F"",""I""]",52983541936706,"B"
"2021-03-17T18:09:56.153114Z","K",92.27,175,"["" ""]",52983525691968,"B"
"2021-03-17T18:09:56.153292288Z","P",92.27,98,"["" "",""I""]",52983541936707,"B"
"2021-03-17T18:09:56.211217664Z","P",92.3,4,"["" "",""F"",""I""]",52983541936708,"B"
"2021-03-17T18:09:56.381486Z","J",92.24,4,"["" "",""F"",""I""]",52983525165395,"B"
