marketoGUID,leadId,activityDate,activityTypeId,campaignId,primaryAttributeValueId,primaryAttributeValue,attributes
688097419,3850114,2020-03-01T00:34:59Z,13,null,2,Company Name,"{""New Value"":""Tata Consultancy Services"",""Old Value"":""TCS"",""Reason"":""Synched from salesforce.com Account ID "",""Source"":""sfdc""}"
688097561,3660813,2020-03-01T00:35:21Z,108,14274,1006,Region,"{""New Segment ID"":1017}"
688102032,1599892,2020-03-01T01:00:02Z,10,17863,17026,FY21_Q1_NA_API_Medefis_Webinar.EM - Invite,"{""Campaign Run ID"":""48982"",""Choice Number"":""0"",""Device"":""unknown"",""Is Mobile Device"":false,""Platform"":""unknown"",""Step ID"":""72813"",""User Agent"":""Mozilla/4.0 (compatible; ms-office; MSOffice 16)""}"
688102033,1599892,2020-03-01T01:01:54Z,46,291,null,Email,"{""Date"":""2020-02-29 19:01:54"",""Description"":""Opened Email: FY21_Q1_NA_API_Medefis_Webinar.EM - Invite"",""Source"":""Lead action""}"
688102095,3800239,2020-03-01T01:12:49Z,36,null,106715,Iowa 80 Group - Renewal - CANCEL - TEST,"{""Data Value Changes"":[{""Attribute Name"":""#Age"",""Old Value"":80,""New Value"":83},{""Attribute Name"":""Notes"",""Old Value"":null,""New Value"":""CANCEL""},{""Attribute Name"":""PB 5 Minute Trigger"",""Old Value"":""2020-02-26 12:43:56"",""New Value"":""2020-02-29 18:18:04""}]}"
688102151,4820411,2020-03-01T01:18:39Z,36,null,107176,John Paul Mitchell Systems - FY21 Renewal,"{""Data Value Changes"":[{""Attribute Name"":""#Age"",""Old Value"":74,""New Value"":92},{""Attribute Name"":""Closed Won"",""Old Value"":null,""New Value"":""2020-03-01""},{""Attribute Name"":""Entitlement Created?"",""Old Value"":false,""New Value"":true},{""Attribute Name"":""Expected Revenue"",""Old Value"":27.6375,""New Value"":2763.75},{""Attribute Name"":""Fcst Cust Count"",""Old Value"":0.01,""New Value"":1},{""Attribute Name"":""Forecast Category"",""Old Value"":""Pipeline"",""New Value"":""Closed""},{""Attribute Name"":""Forecast Category Name"",""Old Value"":""Pipeline"",""New Value"":""Closed""},{""Attribute Name"":""Forecast Amt"",""Old Value"":332,""New Value"":33165},{""Attribute Name"":""Is Closed"",""Old Value"":false,""New Value"":true},{""Attribute Name"":""Is Won"",""Old Value"":false,""New Value"":true},{""Attribute Name"":""PB 5 Minute Trigger"",""Old Value"":""2020-02-24 19:40:01"",""New Value"":""2020-02-29 18:23:55""},{""Attribute Name"":""Probability"",""Old Value"":1,""New Value"":100},{""Attribute Name"":""Provision"",""Old Value"":""<a href=\""/apex/PartnerTrial_Button?Id=0061W00001P9Fjy\"" target=\""_parent\""><img src=\""resource/trial_button\"" alt=\""Update/Create Trial\"" border=\""0\""/></a>"",""New Value"":""<img src=\""resource/Trial_Button_Disabled\"" alt=\""Update/Create Trial\"" border=\""0\""/>""},{""Attribute Name"":""Purchase Order Number Required"",""Old Value"":null,""New Value"":""No""},{""Attribute Name"":""RPI Status Code"",""Old Value"":null,""New Value"":""Never Sent – Customer Success concerns""},{""Attribute Name"":""Stage"",""Old Value"":""Prospecting"",""New Value"":""Closed/Won""},{""Attribute Name"":""Standard Order Filter"",""Old Value"":false,""New Value"":true},{""Attribute Name"":""Trial Button Formula"",""Old Value"":true,""New Value"":false}]}"
688102152,3991563,2020-03-01T01:18:39Z,36,null,107175,"Shaw Industries, Inc - FY21 Renewal","{""Data Value Changes"":[{""Attribute Name"":""#Age"",""Old Value"":76,""New Value"":79},{""Attribute Name"":""Name"",""Old Value"":""Shaw Industries, Inc - Renewal"",""New Value"":""Shaw Industries, Inc - FY21 Renewal""},{""Attribute Name"":""SFDC Oppty Owner Id"",""Old Value"":""0051W000004PFXoQAO"",""New Value"":""0051W000004PL8fQAG""},{""Attribute Name"":""PB 5 Minute Trigger"",""Old Value"":""2020-02-26 12:43:56"",""New Value"":""2020-02-29 18:23:55""}]}"
688102153,4820411,2020-03-01T01:18:42Z,101,7161,5,2017 - Boomi Lead Lifecycle,"{""New Stage"":""17. Closed/Won"",""New Stage ID"":40,""Old Stage"":""09. Opp Stage 1% - Prospecting"",""Old Stage ID"":54,""Reason"":""Lead Action""}"
688102154,4820411,2020-03-01T01:18:43Z,104,7161,1270,RCM - Lead Lifecycle,"{""Acquired By"":false,""New Status"":""Closed Won"",""New Status ID"":116,""Old Status"":""Closed Won"",""Old Status ID"":116,""Success"":true}"
688102373,6275186,2020-03-01T01:36:18Z,13,null,2,Company Name,"{""New Value"":""a"",""Old Value"":null,""Reason"":""Form fill-out, URL: https://boomi.com/content/video/demo/10min-demo/"",""Source"":""Web form fillout""}"
688102377,6275186,2020-03-01T01:36:26Z,12,null,6275186,a a,"{""Created Date"":""2020-02-29"",""Form Name"":""AP Global Content Download Form"",""Lead Source"":""Web"",""Source Type"":""Web form fillout""}"
688102379,6275186,2020-03-01T01:36:43Z,101,null,5,2017 - Boomi Lead Lifecycle,"{""New Stage"":""Known"",""New Stage ID"":35,""Old Stage"":""Anonymous"",""Old Stage ID"":34,""Reason"":""Revenue Cycle Model""}"
688102381,6275186,2020-03-01T01:36:44Z,2,null,1711,AP Global Content Download Form,"{""Client IP Address"":""142.120.245.234"",""Form Fields"":""a:56:{s:6:\""module\"";s:11:\""leadCapture\"";s:6:\""action\"";s:5:\""save2\"";s:9:\""FirstName\"";s:1:\""a\"";s:8:\""LastName\"";s:1:\""a\"";s:5:\""Title\"";s:1:\""a\"";s:5:\""Email\"";s:10:\""a@dssg.com\"";s:7:\""Company\"";s:1:\""a\"";s:5:\""Phone\"";s:10:\""5454543224\"";s:7:\""Country\"";s:2:\""AF\"";s:20:\""Email_Opt_In__c_lead\"";s:2:\""no\"";s:15:\""Opted_In_Via__c\"";s:3:\""Web\"";s:14:\""WebCampaign__c\"";s:0:\""\"";s:13:\""WebContent__c\"";s:0:\""\"";s:12:\""WebMedium__c\"";s:0:\""\"";s:12:\""WebSource__c\"";s:0:\""\"";s:13:\""WebKeyword__c\"";s:0:\""\"";s:10:\""LeadSource\"";s:3:\""Web\"";s:18:\""RF_ConfidenceLevel\"";s:0:\""\"";s:24:\""RF_ConfidenceDescription\"";s:0:\""\"";s:15:\""RF_SITE_Company\"";s:0:\""\"";s:15:\""RF_SITE_Country\"";s:0:\""\"";s:17:\""RF_SITE_StateCode\"";s:0:\""\"";s:13:\""RF_SITE_Phone\"";s:0:\""\"";s:17:\""RF_SITE_AnnualRev\"";s:0:\""\"";s:15:\""RF_SITE_SICCode\"";s:0:\""\"";s:14:\""RF_DHQ_Company\"";s:0:\""\"";s:14:\""RF_DHQ_Country\"";s:0:\""\"";s:16:\""RF_DHQ_StateCode\"";s:0:\""\"";s:12:\""RF_DHQ_Phone\"";s:0:\""\"";s:16:\""RF_DHQ_AnnualRev\"";s:0:\""\"";s:13:\""RF_SITE_Addr1\"";s:0:\""\"";s:13:\""RF_SITE_Addr2\"";s:0:\""\"";s:12:\""RF_SITE_City\"";s:0:\""\"";s:21:\""RF_SITE_EmplyeesTotal\"";s:0:\""\"";s:18:\""RF_SITE_Fortune500\"";s:0:\""\"";s:20:\""RF_SITE_LocationType\"";s:0:\""\"";s:17:\""RF_SITE_NAICSCode\"";s:0:\""\"";s:17:\""RF_SITE_NAICSName\"";s:0:\""\"";s:15:\""RF_SITE_SICName\"";s:0:\""\"";s:15:\""RF_SITE_SubCode\"";s:0:\""\"";s:14:\""RF_SITE_Ticker\"";s:0:\""\"";s:11:\""RF_SITE_URL\"";s:0:\""\"";s:11:\""RF_SITE_Zip\"";s:0:\""\"";s:10:\""RF_DHQ_Zip\"";s:0:\""\"";s:11:\""RF_DHQ_City\"";s:0:\""\"";s:19:\""RF_DHQ_LocationType\"";s:0:\""\"";s:14:\""RF_DHQ_SubCode\"";s:0:\""\"";s:16:\""RF_techECommerce\"";s:0:\""\"";s:21:\""RF_techEmailMarketing\"";s:0:\""\"";s:14:\""RF_techSupport\"";s:0:\""\"";s:8:\""GCLID__c\"";s:55:\""EAIaIQobChMIyvbSi5H45wIVE8DICh0WMwntEAAYASAAEgJC0PD_BwE\"";s:6:\""formid\"";s:4:\""1711\"";s:10:\""munchkinId\"";s:11:\""777-AVU-348\"";s:8:\""_mkt_trk\"";s:55:\""id:777-AVU-348&token:_mch-boomi.com-1583026466863-91414\"";s:7:\""formVid\"";s:4:\""1711\"";s:13:\""_mktoReferrer\"";s:48:\""https://boomi.com/content/video/demo/10min-demo/\"";}"",""Query Parameters"":"""",""Referrer URL"":""https://boomi.com/content/video/demo/10min-demo/"",""User Agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36"",""Webpage ID"":34082}"
688102388,6275186,2020-03-01T01:36:51Z,110,17797,37,Leadspace Enrichment,"{""Error Type"":200,""Response"":""{\""status\"":\""Pending Enrichment\"",\""updated\"":true}""}"
688102389,6275186,2020-03-01T01:36:52Z,46,293,null,Web,"{""Date"":""2020-02-29 19:36:51"",""Description"":""Filled Out Form: AP Global Content Download Form on boomi.com/content/video/demo/10min-demo/"",""Source"":""Lead action""}"
688102390,6275186,2020-03-01T01:36:52Z,101,7201,5,2017 - Boomi Lead Lifecycle,"{""New Stage"":""00. 0-Marketing"",""New Stage ID"":36,""Old Stage"":""Known"",""Old Stage ID"":35,""Reason"":""Lead Action""}"
688102391,6275186,2020-03-01T01:36:52Z,104,7201,1270,RCM - Lead Lifecycle,"{""Acquired By"":false,""New Status"":""Marketing"",""New Status ID"":102,""Old Status"":""Not in Program"",""Old Status ID"":100,""Program Member ID"":4148097,""Success"":false}"
688102393,6275186,2020-03-01T01:36:53Z,108,11005,1007,Customer/Prospect/Partners,"{""New Segment ID"":1022}"
688102394,6275186,2020-03-01T01:36:53Z,101,7163,5,2017 - Boomi Lead Lifecycle,"{""New Stage"":""08. 7-Disqualified"",""New Stage ID"":52,""Old Stage"":""00. 0-Marketing"",""Old Stage ID"":36,""Reason"":""Lead Action""}"
688102395,6275186,2020-03-01T01:36:53Z,104,7163,1270,RCM - Lead Lifecycle,"{""Acquired By"":false,""New Status"":""Disqualified"",""New Status ID"":117,""Old Status"":""Marketing"",""Old Status ID"":102,""Program Member ID"":4148097,""Success"":false}"
688102435,6275186,2020-03-01T01:38:46Z,38,6984,6439,Field Value Change.DB Maintenance Alert1,"{""Send To List"":""matthew_mankins@dell.com, mariam_daud@dell.com""}"
688102678,5979998,2020-03-01T01:59:50Z,10,12891,8186,FY18_Q2_Boomi_Intro_Nurture.EM 6 - Dell Boomi Does EDI,"{""Campaign Run ID"":""49896"",""Choice Number"":""0"",""Device"":""iPhone"",""Is Mobile Device"":true,""Platform"":""iOS"",""Step ID"":""56465"",""User Agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""}"
688102679,5979998,2020-03-01T02:01:52Z,46,291,null,Email,"{""Date"":""2020-02-29 20:01:51"",""Description"":""Opened Email: FY18_Q2_Boomi_Intro_Nurture.EM 6 - Dell Boomi Does EDI"",""Source"":""Lead action""}"
688102968,3775201,2020-03-01T02:21:58Z,24,11066,12892,FY17_Q3_Adroll_Display_Audiences.Griffin Foster Outbound Air-Cover Audience,{}
688102969,3775206,2020-03-01T02:21:58Z,24,11066,12892,FY17_Q3_Adroll_Display_Audiences.Griffin Foster Outbound Air-Cover Audience,{}
688102970,4131335,2020-03-01T02:21:58Z,24,11066,12892,FY17_Q3_Adroll_Display_Audiences.Griffin Foster Outbound Air-Cover Audience,{}
688102971,4181925,2020-03-01T02:21:58Z,24,11066,12892,FY17_Q3_Adroll_Display_Audiences.Griffin Foster Outbound Air-Cover Audience,{}
688102997,6275274,2020-03-01T02:29:17Z,12,null,6275274,theresa campbell,"{""Created Date"":""2020-02-29"",""Source Type"":""Web service API"",""api method name"":""importLead"",""modifying user"":""brighttalk@boomi.com"",""request id"":""178fe#17093ed1c3b""}"
688103023,6275274,2020-03-01T02:29:38Z,110,17797,37,Leadspace Enrichment,"{""Error Type"":200,""Response"":""{\""status\"":\""Pending Enrichment\"",\""updated\"":true}""}"
688103024,6275274,2020-03-01T02:29:38Z,101,7201,5,2017 - Boomi Lead Lifecycle,"{""New Stage"":""00. 0-Marketing"",""New Stage ID"":36,""Old Stage"":""Known"",""Old Stage ID"":35,""Reason"":""Lead Action""}"
688103025,6275274,2020-03-01T02:29:38Z,104,7201,1270,RCM - Lead Lifecycle,"{""Acquired By"":false,""New Status"":""Marketing"",""New Status ID"":102,""Old Status"":""Not in Program"",""Old Status ID"":100,""Program Member ID"":4148098,""Success"":false}"
688103100,6275274,2020-03-01T02:30:38Z,108,14876,1005,Company Size,"{""New Segment ID"":1013}"
688103103,6275274,2020-03-01T02:30:45Z,19,15928,325337,User: Marketo User,{}
688103110,6275274,2020-03-01T02:30:45Z,23,15928,325337,Marketo User,"{""Old Owner"":""<null>""}"
688103111,6275274,2020-03-01T02:30:45Z,13,15928,110,Sales Lead Owner,"{""New Value"":325337,""Old Value"":null,""Reason"":""Synched from salesforce.com Lead ID 00Q1W00001Vje8FUAR"",""Source"":""sfdc""}"
688103135,6275274,2020-03-01T02:31:27Z,38,6929,6439,Field Value Change.DB Maintenance Alert1,"{""Send To List"":""Matthew_Mankins@Dell.com, mariam_daud@dell.com""}"
688103147,6275274,2020-03-01T02:34:28Z,113,9970,1641,FY18_Q2_Boomi_Intro_Nurture,"{""Track ID"":30}"
688103148,6275274,2020-03-01T02:34:28Z,104,9970,1641,FY18_Q2_Boomi_Intro_Nurture,"{""Acquired By"":false,""New Status"":""Member"",""New Status ID"":53,""Old Status"":""Not in Program"",""Old Status ID"":52,""Program Member ID"":4148099,""Success"":false}"
688103149,6275274,2020-03-01T02:34:28Z,115,9970,1641,FY18_Q2_Boomi_Intro_Nurture,"{""New Nurture Cadence"":""Norm""}"
688103150,6275274,2020-03-01T02:34:28Z,114,9970,1641,FY18_Q2_Boomi_Intro_Nurture,"{""New Track ID"":30}"
688103159,6275274,2020-03-01T02:36:46Z,13,null,110,Sales Lead Owner,"{""New Value"":5399990,""Old Value"":325337,""Reason"":""Synched from salesforce.com - fixup Lead Owner"",""Source"":""sfdc""}"
688103160,6275274,2020-03-01T02:36:47Z,23,null,5399990,Megan Gregitis,"{""Old Owner"":""Marketo User""}"
688103189,6066118,2020-03-01T02:44:48Z,46,294,null,Web,"{""Date"":""2020-02-29 20:44:48"",""Description"":""Visited more than 7 webpages in 1 day"",""Source"":""Lead action""}"
688103271,4142829,2020-03-01T03:06:18Z,10,18630,17627,FY21_Q1_NA_ICOE_Tibco-Webmethods-Informatica-Customer_Email.01 Email,"{""Campaign Run ID"":""50005"",""Choice Number"":""0"",""Device"":""unknown"",""Is Mobile Device"":false,""Platform"":""unknown"",""Step ID"":""74793"",""User Agent"":""Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 10.0; WOW64; Trident/7.0; Microsoft Outlook 16.0.11328; Microsoft Outlook 16.0.11328; ms-office; MSOffice 16)""}"
688103272,4142829,2020-03-01T03:07:52Z,46,291,null,Email,"{""Date"":""2020-02-29 21:07:52"",""Description"":""Opened Email: FY21_Q1_NA_ICOE_Tibco-Webmethods-Informatica-Customer_Email.01 Email"",""Source"":""Lead action""}"
688103273,4142829,2020-03-01T03:07:53Z,104,18631,2806,FY21_Q1_NA_ICOE_Tibco-Webmethods-Informatica-Customer_Email,"{""Acquired By"":false,""New Status"":""Opened"",""New Status ID"":69,""Old Status"":""Not in Program"",""Old Status ID"":61,""Program Member ID"":4148100,""Success"":false}"
688103297,4142829,2020-03-01T03:10:50Z,42,null,2103,FY21_Q1_NA_ICOE_Tibco-Webmethods-Informatica-Customer_Email,"{""Status"":""Opened""}"
688103308,6275357,2020-03-01T03:11:09Z,13,null,2,Company Name,"{""New Value"":""Tech Ascend,Inc"",""Old Value"":null,""Reason"":""Form fill-out, URL: https://boomi.com/content/ebook/workday-integration-guidebook/"",""Source"":""Web form fillout""}"
688103311,6275357,2020-03-01T03:11:22Z,12,null,6275357,sheraz khurshid,"{""Created Date"":""2020-02-29"",""Form Name"":""AP Global Content Download Form"",""Lead Source"":""Web"",""Source Type"":""Web form fillout""}"
688103314,6275357,2020-03-01T03:11:28Z,101,null,5,2017 - Boomi Lead Lifecycle,"{""New Stage"":""Known"",""New Stage ID"":35,""Old Stage"":""Anonymous"",""Old Stage ID"":34,""Reason"":""Revenue Cycle Model""}"
688103315,6275357,2020-03-01T03:11:29Z,2,null,1711,AP Global Content Download Form,"{""Client IP Address"":""96.225.56.170"",""Form Fields"":""a:57:{s:6:\""module\"";s:11:\""leadCapture\"";s:6:\""action\"";s:5:\""save2\"";s:9:\""FirstName\"";s:6:\""sheraz\"";s:8:\""LastName\"";s:8:\""khurshid\"";s:5:\""Title\"";s:10:\""Consultant\"";s:5:\""Email\"";s:19:\""sherazerp@gmail.com\"";s:7:\""Company\"";s:15:\""Tech Ascend,Inc\"";s:5:\""Phone\"";s:11:\""919703-7034\"";s:7:\""Country\"";s:2:\""US\"";s:5:\""State\"";s:2:\""VA\"";s:20:\""Email_Opt_In__c_lead\"";s:2:\""no\"";s:15:\""Opted_In_Via__c\"";s:3:\""Web\"";s:14:\""WebCampaign__c\"";s:0:\""\"";s:13:\""WebContent__c\"";s:0:\""\"";s:12:\""WebMedium__c\"";s:0:\""\"";s:12:\""WebSource__c\"";s:0:\""\"";s:13:\""WebKeyword__c\"";s:0:\""\"";s:10:\""LeadSource\"";s:3:\""Web\"";s:18:\""RF_ConfidenceLevel\"";s:0:\""\"";s:24:\""RF_ConfidenceDescription\"";s:0:\""\"";s:15:\""RF_SITE_Company\"";s:0:\""\"";s:15:\""RF_SITE_Country\"";s:0:\""\"";s:17:\""RF_SITE_StateCode\"";s:0:\""\"";s:13:\""RF_SITE_Phone\"";s:0:\""\"";s:17:\""RF_SITE_AnnualRev\"";s:0:\""\"";s:15:\""RF_SITE_SICCode\"";s:0:\""\"";s:14:\""RF_DHQ_Company\"";s:0:\""\"";s:14:\""RF_DHQ_Country\"";s:0:\""\"";s:16:\""RF_DHQ_StateCode\"";s:0:\""\"";s:12:\""RF_DHQ_Phone\"";s:0:\""\"";s:16:\""RF_DHQ_AnnualRev\"";s:0:\""\"";s:13:\""RF_SITE_Addr1\"";s:0:\""\"";s:13:\""RF_SITE_Addr2\"";s:0:\""\"";s:12:\""RF_SITE_City\"";s:0:\""\"";s:21:\""RF_SITE_EmplyeesTotal\"";s:0:\""\"";s:18:\""RF_SITE_Fortune500\"";s:0:\""\"";s:20:\""RF_SITE_LocationType\"";s:0:\""\"";s:17:\""RF_SITE_NAICSCode\"";s:0:\""\"";s:17:\""RF_SITE_NAICSName\"";s:0:\""\"";s:15:\""RF_SITE_SICName\"";s:0:\""\"";s:15:\""RF_SITE_SubCode\"";s:0:\""\"";s:14:\""RF_SITE_Ticker\"";s:0:\""\"";s:11:\""RF_SITE_URL\"";s:0:\""\"";s:11:\""RF_SITE_Zip\"";s:0:\""\"";s:10:\""RF_DHQ_Zip\"";s:0:\""\"";s:11:\""RF_DHQ_City\"";s:0:\""\"";s:19:\""RF_DHQ_LocationType\"";s:0:\""\"";s:14:\""RF_DHQ_SubCode\"";s:0:\""\"";s:16:\""RF_techECommerce\"";s:0:\""\"";s:21:\""RF_techEmailMarketing\"";s:0:\""\"";s:14:\""RF_techSupport\"";s:0:\""\"";s:8:\""GCLID__c\"";s:0:\""\"";s:6:\""formid\"";s:4:\""1711\"";s:10:\""munchkinId\"";s:11:\""777-AVU-348\"";s:8:\""_mkt_trk\"";s:55:\""id:777-AVU-348&token:_mch-boomi.com-1583032159275-92706\"";s:7:\""formVid\"";s:4:\""1711\"";s:13:\""_mktoReferrer\"";s:62:\""https://boomi.com/content/ebook/workday-integration-guidebook/\"";}"",""Query Parameters"":"""",""Referrer URL"":""https://boomi.com/content/ebook/workday-integration-guidebook/"",""User Agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:73.0) Gecko/20100101 Firefox/73.0"",""Webpage ID"":44312}"
688103316,6275357,2020-03-01T03:11:32Z,46,293,null,Web,"{""Date"":""2020-02-29 21:11:32"",""Description"":""Filled Out Form: AP Global Content Download Form on boomi.com/content/ebook/workday-integration-guidebook/"",""Source"":""Lead action""}"
688103317,6275357,2020-03-01T03:11:33Z,104,9769,1617,FY18_Q2_Workday_Integration_Guidebook,"{""Acquired By"":false,""New Status"":""Engaged"",""New Status ID"":98,""Old Status"":""Not in Program"",""Old Status ID"":31,""Program Member ID"":4148101,""Success"":true}"
688103319,6275357,2020-03-01T03:11:38Z,19,9769,325337,User: Marketo User,{}
688103330,6275357,2020-03-01T03:11:38Z,23,9769,325337,Marketo User,"{""Old Owner"":""<null>""}"
688103331,6275357,2020-03-01T03:11:38Z,13,9769,110,Sales Lead Owner,"{""New Value"":325337,""Old Value"":null,""Reason"":""Synched from salesforce.com Lead ID 00Q1W00001VjeHDUAZ"",""Source"":""sfdc""}"
688103346,6275357,2020-03-01T03:11:40Z,42,9769,1060,FY18_Q2_Workday_Integration_Guidebook,"{""Status"":""Downloaded - High Value""}"
688103347,6275357,2020-03-01T03:11:40Z,44,9769,1060,FY18_Q2_Workday_Integration_Guidebook,"{""New Status"":""Downloaded - High Value"",""Old Status"":""""}"
688103350,6275357,2020-03-01T03:11:43Z,110,17797,37,Leadspace Enrichment,"{""Error Type"":200,""Response"":""{\""status\"":\""Pending Enrichment\"",\""updated\"":true}""}"
688103353,6275357,2020-03-01T03:11:44Z,101,7201,5,2017 - Boomi Lead Lifecycle,"{""New Stage"":""00. 0-Marketing"",""New Stage ID"":36,""Old Stage"":""Known"",""Old Stage ID"":35,""Reason"":""Lead Action""}"
688103356,6275357,2020-03-01T03:11:45Z,104,7201,1270,RCM - Lead Lifecycle,"{""Acquired By"":false,""New Status"":""Marketing"",""New Status ID"":102,""Old Status"":""Not in Program"",""Old Status ID"":100,""Program Member ID"":4148102,""Success"":false}"
688103407,6275357,2020-03-01T03:12:49Z,19,15929,325337,User: Marketo User,{}
688103409,6275357,2020-03-01T03:13:33Z,38,6984,6439,Field Value Change.DB Maintenance Alert1,"{""Send To List"":""matthew_mankins@dell.com, mariam_daud@dell.com""}"
688103411,6275357,2020-03-01T03:13:45Z,46,7021,null,Content,"{""Date"":""2020-02-29 21:13:44"",""Description"":""Viewed Downloaded: FY18_Q2_Workday_Integration_Guidebook"",""Source"":""Lead action""}"
688103420,6275357,2020-03-01T03:13:49Z,101,7199,5,2017 - Boomi Lead Lifecycle,"{""New Stage"":""02. 2-Prospect (MQL)"",""New Stage ID"":45,""Old Stage"":""00. 0-Marketing"",""Old Stage ID"":36,""Reason"":""Lead Action""}"
688103421,6275357,2020-03-01T03:13:50Z,104,7199,1270,RCM - Lead Lifecycle,"{""Acquired By"":false,""New Status"":""MQL"",""New Status ID"":104,""Old Status"":""Marketing"",""Old Status ID"":102,""Program Member ID"":4148102,""Success"":true}"
688103430,6275357,2020-03-01T03:14:50Z,23,633,5401419,Sam Phelts,"{""Old Owner"":""Marketo User""}"
688103431,6275357,2020-03-01T03:14:50Z,13,633,110,Sales Lead Owner,"{""New Value"":5401419,""Old Value"":325337,""Source"":""sfdc""}"
688103432,6275357,2020-03-01T03:14:50Z,19,633,325337,User: Marketo User,{}
688103434,6275357,2020-03-01T03:16:21Z,13,null,110,Sales Lead Owner,"{""New Value"":5399988,""Old Value"":5401419,""Reason"":""Synched from salesforce.com - fixup Lead Owner"",""Source"":""sfdc""}"
688103435,6275357,2020-03-01T03:16:21Z,23,null,5399988,Patrick Koscielniak,"{""Old Owner"":""Sam Phelts""}"
688103476,6275387,2020-03-01T03:29:19Z,12,null,6275387,Derrek Moore,"{""Created Date"":""2020-02-29"",""Source Type"":""Web service API"",""api method name"":""importLead"",""modifying user"":""brighttalk@boomi.com"",""request id"":""bd44#17094241526""}"
688103501,6275387,2020-03-01T03:29:36Z,110,17797,37,Leadspace Enrichment,"{""Error Type"":200,""Response"":""{\""status\"":\""Pending Enrichment\"",\""updated\"":true}""}"
688103502,6275387,2020-03-01T03:29:36Z,101,7201,5,2017 - Boomi Lead Lifecycle,"{""New Stage"":""00. 0-Marketing"",""New Stage ID"":36,""Old Stage"":""Known"",""Old Stage ID"":35,""Reason"":""Lead Action""}"
688103503,6275387,2020-03-01T03:29:37Z,104,7201,1270,RCM - Lead Lifecycle,"{""Acquired By"":false,""New Status"":""Marketing"",""New Status ID"":102,""Old Status"":""Not in Program"",""Old Status ID"":100,""Program Member ID"":4148103,""Success"":false}"
688103529,1645524,2020-03-01T03:30:26Z,9,18630,17627,FY21_Q1_NA_ICOE_Tibco-Webmethods-Informatica-Customer_Email.01 Email,"{""Campaign Run ID"":""50005""}"
688103527,6275387,2020-03-01T03:31:25Z,38,6929,6439,Field Value Change.DB Maintenance Alert1,"{""Send To List"":""Matthew_Mankins@Dell.com, mariam_daud@dell.com""}"
688103530,1645524,2020-03-01T03:32:36Z,104,18634,2806,FY21_Q1_NA_ICOE_Tibco-Webmethods-Informatica-Customer_Email,"{""Acquired By"":false,""New Status"":""Unsubscribed"",""New Status ID"":74,""Old Status"":""Not in Program"",""Old Status ID"":61,""Program Member ID"":4148104,""Success"":false}"
688103533,5825864,2020-03-01T03:32:48Z,13,null,2259,Tenant Name,"{""New Value"":""Infosys-V8MHPO"",""Old Value"":null,""Reason"":""Synched from salesforce.com Lead ID 00Q1W00001Vj4HhUAJ"",""Source"":""sfdc""}"
688103537,1645524,2020-03-01T03:32:54Z,42,null,2103,FY21_Q1_NA_ICOE_Tibco-Webmethods-Informatica-Customer_Email,"{""Status"":""Unsubscribed""}"
688103539,6275387,2020-03-01T03:34:25Z,113,9970,1641,FY18_Q2_Boomi_Intro_Nurture,"{""Track ID"":30}"
688103540,6275387,2020-03-01T03:34:25Z,104,9970,1641,FY18_Q2_Boomi_Intro_Nurture,"{""Acquired By"":false,""New Status"":""Member"",""New Status ID"":53,""Old Status"":""Not in Program"",""Old Status ID"":52,""Program Member ID"":4148105,""Success"":false}"
688103541,6275387,2020-03-01T03:34:25Z,115,9970,1641,FY18_Q2_Boomi_Intro_Nurture,"{""New Nurture Cadence"":""Norm""}"
688103542,6275387,2020-03-01T03:34:25Z,114,9970,1641,FY18_Q2_Boomi_Intro_Nurture,"{""New Track ID"":30}"
688103621,6272142,2020-03-01T03:59:52Z,11,18134,17173,FY21_Q1_NA_WwB_NYC_UserGroup.EM - Confirmation,"{""Campaign Run ID"":""49433"",""Choice Number"":""0"",""Device"":""unknown"",""Is Mobile Device"":false,""Link"":""http://marketing.boomi.com/rs/777-AVU-348/12639/New+York+City+Boomi+User+Group+Meetup.ics"",""Platform"":""unknown"",""Step ID"":""73499"",""User Agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0""}"
688103624,6272142,2020-03-01T04:03:41Z,46,6875,null,Email,"{""Date"":""2020-02-29 22:03:41"",""Description"":""Clicked Link in Email: FY21_Q1_NA_WwB_NYC_UserGroup.EM - Confirmation | Link: http://marketing.boomi.com/rs/777-AVU-348/12639/New+York+City+Boomi+User+Group+Meetup.ics"",""Source"":""Lead action""}"
688103637,4822495,2020-03-01T04:06:24Z,34,null,114411,Skidmore Sales & Distributing - Renewal,"{""Is Primary"":true,""Role"":null}"
688103638,4740815,2020-03-01T04:06:24Z,34,null,114412,"Borrego Solar Systems, Inc. - Renewal","{""Is Primary"":true,""Role"":null}"
688103639,5106342,2020-03-01T04:06:24Z,34,null,114413,Gearbox Publishing - Renewal,"{""Is Primary"":true,""Role"":null}"
